store_id_num,sangga_name,store_name,store_phone,store_address,store_aws_image,accounts,number_of_total_products,accounts_products
3034,ChungPyungHwa,하반장,02-2233-1318,1F 다24호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3034.jpg,"2,491","1,530",0
1568,ChungPyungHwa,Lemon Powder,02-2254-1104,5F 나26호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1568.jpg,"2,455","2,105",7
7840,ChungPyungHwa,mika . L,02-2233-0358,B1 다24호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7840.jpg,"3,559","11,505",13
19844,ChungPyungHwa,Bodre,010-5155-4443,4F C43호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/19844.jpg,"2,105","1,050",4
7308,ChungPyungHwa,korokke,010-3805-4705,1F 다5호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7308.jpg,"11,080","12,895",7
13739,ChungPyungHwa,luce vichae,02-2236-6691,4F A38호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/13739.jpg,"1,168",944,7
1910,ChungPyungHwa,ROUND J,02-2232-4054,4F D30호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1910.jpg,"5,346","2,234",0
5504,ChungPyungHwa,이랑,010-2660-2205,1F 가17호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/5504.jpg,823,47,0
19251,ChungPyungHwa,그랑블루,010-4267-5204,1F 나6호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/19251.jpg,933,725,8
25980,ChungPyungHwa,juju,010-8229-8465,2F 나44호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25980.jpg,185,175,0
20335,ChungPyungHwa,찜,010-3133-8076,1F 가24호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/20335.jpg,515,"1,059",3
16429,ChungPyungHwa,Chleo,02-2235-8140,2F 나27호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16429.jpg,"2,497","4,227",8
15559,ChungPyungHwa,쏭story,02-2233-9975,2F 나8호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/15559.jpg,"1,871","7,938",7
733,ChungPyungHwa,유,02-2234-3524,1F 라18호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/733.jpg,"1,801","1,776",1
1695,ChungPyungHwa,망고스틴 1926,010-3700-0230,B1 다14호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1695.jpg,"1,966","1,493",2
2455,ChungPyungHwa,song,02-2237-2202,4F B14호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2455.jpg,"11,854","8,226",1
11177,ChungPyungHwa,제이샵,010-6758-3202,Studio W 1F 14호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/11177.jpg,"1,805","10,421",6
6649,ChungPyungHwa,seasoning,02-2233-4778,4F D23호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/6649.jpg,"8,493","3,739",1
11105,ChungPyungHwa,레드카펫,02-2253-8877,2F 라43호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/11105.jpg,"4,024","13,097",12
14325,ChungPyungHwa,Lunar,010-4785-5653,5F 나33호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14325.jpg,"4,857","4,766",0
14860,ChungPyungHwa,JJ CLUB,010-9522-1298,3F 라5호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14860.jpg,"1,826",480,0
23848,ChungPyungHwa,Cimer,010-2642-6281,3F 나34호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/23848.jpg,"1,469","3,308",0
24947,ChungPyungHwa,보통(BOTTON),010-9759-2307,5F 라12호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/24947.jpg,596,912,0
21408,ChungPyungHwa,NITNI,02-2236-8506,B1 바2호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/21408.jpg,"1,547","1,690",7
8504,ChungPyungHwa,kellanblue,02-2231-5551,2F 나47호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/8504.jpg,"3,746","2,912",0
15409,ChungPyungHwa,Lilys,02-2238-8289,5F 라44호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/15409.jpg,"6,822","7,036",1
820,ChungPyungHwa,보네흐부띠끄(보네),010-5016-9777,NUZZON B1 812호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/820.jpg,"8,338","15,993",1
8542,ChungPyungHwa,BY GRIM,02-2233-3249,3F 라15호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/8542.jpg,"1,386",829,0
2351,ChungPyungHwa,코제트,02-2254-3002,4F B37호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2351.jpg,"6,664","7,770",162
9839,ChungPyungHwa,LUCKYPEACH,02-2253-5080,5F 라8호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/9839.jpg,"3,083",45,0
6051,ChungPyungHwa,Maeve,070-4216-0085,5F 가36호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/6051.jpg,"13,669",140,0
10593,ChungPyungHwa,RaJu,02-2231-7035,B1 바9호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/10593.jpg,"1,829",363,0
20132,ChungPyungHwa,골뱅이,010-5498-5783,1F 다18호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/20132.jpg,405,590,8
27132,ChungPyungHwa,ItsVeela,010-9063-3310,2F 라40호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/27132.jpg,5,25,0
26736,ChungPyungHwa,PIGMENT,010-3727-8483,4F B24호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/26736.jpg,363,190,0
7333,ChungPyungHwa,Cocoon,010-3207-5008,1F 나29호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7333.jpg,"1,152","2,879",47
1902,ChungPyungHwa,heartrabbit,02-2231-9201,3F 다35호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1902.jpg,"5,514","2,433",454
18345,ChungPyungHwa,Gratia,010-3390-3993,5F 가29호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18345.jpg,"4,515","12,308",0
8368,ChungPyungHwa,딸래미,02-2232-5510,5F 가55호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/8368.jpg,"3,335","4,798",4
10230,ChungPyungHwa,러플,02-2235-3817,5F 가58호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/10230.jpg,"4,036",221,0
9729,ChungPyungHwa,마노,02-2232-9512,2F 나20호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/9729.jpg,453,497,1
23634,ChungPyungHwa,리엔,010-4289-9987,3F 라14호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/23634.jpg,"1,192","6,393",34
6583,ChungPyungHwa,MinS,02-2237-5040,4F B11호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/6583.jpg,"6,658",936,0
8725,ChungPyungHwa,byel,010-9534-9338,5F 라22호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/8725.jpg,"13,323","3,877",1
1562,ChungPyungHwa,Nine tail,070-7766-7747,2F 다2호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1562.jpg,682,33,0
24443,ChungPyungHwa,STAGE1,010-6774-8717,5F 가22호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/24443.jpg,710,"2,713",0
19207,ChungPyungHwa,57 PAGE,010-6311-4664,4F A57호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/19207.jpg,"1,039",189,0
10950,ChungPyungHwa,dagyo,02-2253-1650,3F 가50호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/10950.jpg,"2,148","2,848",2
11417,ChungPyungHwa,BaBaSSU,010-2906-7704,3F 라26호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/11417.jpg,"4,899",202,0
15544,ChungPyungHwa,앙쥬,02-2117-8470,THEOT 4F C20,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/15544.jpg,"1,679","4,628",1
3114,ChungPyungHwa,bajibang,010-7467-8580,3F 라10호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3114.jpg,"1,372",778,7
12352,ChungPyungHwa,GAM,010-9655-0064,5F 가4호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/12352.jpg,"14,978","14,741",1
10901,ChungPyungHwa,르마레,010-5483-9917,1F 다13호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/10901.jpg,"1,526",383,0
16863,ChungPyungHwa,에스루비,010-4233-2102,B1 신관3호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16863.jpg,"1,233","3,025",0
3427,ChungPyungHwa,Labelle,02-2232-8211,3F 다27호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3427.jpg,"1,156","2,248",5
3615,ChungPyungHwa,Corner Shop,02-2233-4521,3F 라48호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3615.jpg,"13,643",199,0
10363,ChungPyungHwa,studio35,02-2252-0035,3F 다14호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/10363.jpg,"1,097","1,147",3
16627,ChungPyungHwa,CLASSIC,02-2232-0305,3F 라32호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16627.jpg,"1,157","2,623",0
22091,ChungPyungHwa,피오니,010-6409-3130,2F 나36호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/22091.jpg,440,360,0
3204,ChungPyungHwa,조은걸,010-2540-7717,4F A45호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3204.jpg,"1,129","1,297",1
18012,ChungPyungHwa,오가네,010-3144-7799,1F 나14호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18012.jpg,946,"1,008",2
18752,ChungPyungHwa,vanadium,02-2233-1736,5F 라7호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18752.jpg,"2,044","11,599",2
8788,ChungPyungHwa,REINA,02-2231-3489,5F 다24호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/8788.jpg,"3,802","3,058",2
9072,ChungPyungHwa,leblanc,02-2233-8881,5F 나10호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/9072.jpg,"3,683",923,1
11482,ChungPyungHwa,포미나,010-4790-7416,1F 라7호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/11482.jpg,170,365,0
16790,ChungPyungHwa,mimo,02-2235-2366,1F 가27호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16790.jpg,"3,808","14,202",70
592,ChungPyungHwa,블루매직,02-2236-8024,4F A15호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/592.jpg,"5,918","12,041",31
3226,ChungPyungHwa,iguchon,02-2253-0888,1F 다22호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3226.jpg,"2,933","2,451",1
22625,ChungPyungHwa,GOSSIPGIRL,010-9721-2750,5F 가30호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/22625.jpg,393,893,24
5913,ChungPyungHwa,dress code,010-5379-1002,B1 가29호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/5913.jpg,"2,885","7,209",1
8782,ChungPyungHwa,레이,02-2232-3270,2F 나24호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/8782.jpg,"3,041","8,410",3
23327,ChungPyungHwa,MIU COMPANY,02-2232-0508,3F 라7호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/23327.jpg,"3,589","9,490",0
18639,ChungPyungHwa,파로스,010-3554-9458,2F 다4호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18639.jpg,"1,252",352,0
25894,ChungPyungHwa,Golden tree,010-8108-7227,B1 가8호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25894.jpg,491,"1,304",3
6182,ChungPyungHwa,KANOZO,010-5106-0622,B1 가24호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/6182.jpg,"1,606","1,371",0
15392,ChungPyungHwa,havana,02-2236-8803,2F 나19호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/15392.jpg,"1,833",945,1
3138,ChungPyungHwa,BLANC,02-2231-8023,5F 가54호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3138.jpg,"4,414","2,504",20
4331,ChungPyungHwa,christmas,02-2231-1224,3F 다6호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/4331.jpg,"4,322","1,780",628
14655,ChungPyungHwa,MD,02-2235-0888,1F 다10호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14655.jpg,"1,201",495,0
10061,ChungPyungHwa,르샤,010-9498-5531,1F 나17호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/10061.jpg,860,851,25
12549,ChungPyungHwa,THE JULIE,02-3298-5080,4F D53호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/12549.jpg,"7,165","5,062",0
12785,ChungPyungHwa,Pickme,02-2232-8080,3F 나42호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/12785.jpg,778,32,0
5156,ChungPyungHwa,마르,02-2231-2704,B1 라10호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/5156.jpg,"1,872","1,266",2
23249,ChungPyungHwa,폰트리,010-4951-2018,THEOT 2F B18,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/23249.jpg,"1,580","11,054",9
18960,ChungPyungHwa,와글,010-2814-8881,2F 가36호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18960.jpg,538,"4,539",1
13502,ChungPyungHwa,아드망,02-2252-1515,2F 가25호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/13502.jpg,"1,091","2,321",0
5008,ChungPyungHwa,"by,s",02-2237-1744,5F 라16호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/5008.jpg,645,53,0
25902,ChungPyungHwa,에스타임,010-7703-2838,3F 라38호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25902.jpg,495,237,0
379,ChungPyungHwa,knit.com,010-5652-2859,1F 나20호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/379.jpg,"2,519","1,441",2
26240,ChungPyungHwa,HARIBO,010-9656-4125,5F 라1호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/26240.jpg,516,914,0
1933,ChungPyungHwa,dodream,010-4899-8070,B1 가14호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1933.jpg,"12,767","15,913",7
17095,ChungPyungHwa,톤앤톤,02-2235-7999,2F 가9호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/17095.jpg,"3,207","11,630",0
23317,ChungPyungHwa,그레이,010-6655-3966,2F 다24호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/23317.jpg,"1,763","7,084",2
2280,ChungPyungHwa,모리,02-2235-6539,B1 가15호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2280.jpg,"9,567",259,0
23175,ChungPyungHwa,아람,02-2232-2848,1F 다4호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/23175.jpg,693,"2,948",0
2021,ChungPyungHwa,BROS,010-3096-9338,5F 라21호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2021.jpg,"17,496","2,377",0
20611,ChungPyungHwa,stable,02-2254-0250,B1 나7호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/20611.jpg,"1,044",192,3
14459,ChungPyungHwa,KAAI,02-2232-0088,3F 다18호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14459.jpg,"3,881","4,568",17
20665,ChungPyungHwa,sunny2020,02-2233-0776,5F 가7호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/20665.jpg,"1,696","3,150",0
9385,ChungPyungHwa,RICCOMO FASHION,010-8889-5906,3F 나41호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/9385.jpg,"7,061","12,842",6
16718,ChungPyungHwa,clover,02-2235-9246,4F A17호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16718.jpg,"3,816","7,576",15
4462,ChungPyungHwa,uncommon,010-4627-6990,5F 나13호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/4462.jpg,"3,717","11,258",7
5518,ChungPyungHwa,bisque,02-2233-5121,5F 가20호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/5518.jpg,"14,784",198,0
22321,ChungPyungHwa,비앤뷰,02-2252-8766,5F 다13호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/22321.jpg,"1,360",624,0
3108,ChungPyungHwa,하린,02-2238-8512,B1 신관19호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3108.jpg,"3,950",186,8
27297,ChungPyungHwa,CHEONWOO,010-9071-2481,2F 다38호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/27297.jpg,8,27,0
2160,ChungPyungHwa,Gauge,02-2233-7954,1F 라13호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2160.jpg,"5,449","7,703",4
3135,ChungPyungHwa,NIQUE,02-2253-0953,2F 나12호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3135.jpg,"2,542","1,552",0
1232,ChungPyungHwa,Mall,02-2233-0220,4F C6호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1232.jpg,"6,538","14,377",0
20882,ChungPyungHwa,rowee,02-2233-8684,DDP(U:US) 1F 61,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/20882.jpg,"2,517","9,284",883
2504,ChungPyungHwa,뉴욕세이,02-2234-5825,3F 다42호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2504.jpg,"7,909",178,0
26639,ChungPyungHwa,le mansion,02-2252-7172,4F A47호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/26639.jpg,208,61,0
4113,ChungPyungHwa,MizGood,02-2233-8556,1F 나25호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/4113.jpg,"6,119","6,476",1
886,ChungPyungHwa,블루오션,02-2233-1537,B1 다25호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/886.jpg,"1,461","1,930",3
25571,ChungPyungHwa,슈가,010-4821-8500,2F 가5호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25571.jpg,203,"1,779",1
1779,ChungPyungHwa,나비,02-2235-2789,1F 나5호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1779.jpg,"3,571","1,125",2
2720,ChungPyungHwa,GOD,02-2231-4446,4F B4호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2720.jpg,"5,204","15,331",4
24495,ChungPyungHwa,RaeNa,02-2235-3101,3F 나24호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/24495.jpg,339,"1,045",2
17287,ChungPyungHwa,Dear,02-2233-0105,5F 다41호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/17287.jpg,"5,562","19,060",9
19584,ChungPyungHwa,OBLANC,02-2117-8325,THEOT 3F H23,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/19584.jpg,"2,584",215,0
16257,ChungPyungHwa,j.room21,02-2233-8709,5F 나21호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16257.jpg,557,519,0
26997,ChungPyungHwa,bonito,010-6789-6386,4F C15호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/26997.jpg,36,25,0
7085,ChungPyungHwa,SnJ S&J,010-9004-6290,2F 가2호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7085.jpg,"8,555","5,550",0
18495,ChungPyungHwa,above,010-2413-9984,3F 다40호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18495.jpg,302,328,4
4689,ChungPyungHwa,에이라운드,02-2236-0666,B1 나16호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/4689.jpg,"2,228","2,617",247
20851,ChungPyungHwa,RICO,010-5597-5518,5F 다18호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/20851.jpg,"5,859","4,691",0
8880,ChungPyungHwa,ddplay,02-2232-1533,4F B45호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/8880.jpg,"11,201",228,0
2056,ChungPyungHwa,이오,010-3541-5157,5F 가25호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2056.jpg,"12,272","6,286",0
1729,ChungPyungHwa,빈스,02-2231-1260,4F B7호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1729.jpg,972,830,0
12660,ChungPyungHwa,Yellow beige,02-2238-5228,B1 다19호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/12660.jpg,"2,286","1,084",24
6153,ChungPyungHwa,[모콰],010-8445-5449,5F 라52호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/6153.jpg,"2,945","12,320",0
969,ChungPyungHwa,loNel,02-2253-8003,B1 신관4호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/969.jpg,"2,447",95,0
7418,ChungPyungHwa,rich and,02-2233-7984,5F 가11호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7418.jpg,"3,860","13,357",55
18625,ChungPyungHwa,지니,02-2232-4789,3F 나23호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18625.jpg,"1,487","6,807",1
5474,ChungPyungHwa,블라썸,02-2232-8732,2F 가34호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/5474.jpg,652,18,2
25590,ChungPyungHwa,비다펠리즈,02-2233-2216,2F 라16호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25590.jpg,217,226,6
21362,ChungPyungHwa,CONTI,010-3179-3663,4F A37호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/21362.jpg,959,"3,018",1
16643,ChungPyungHwa,제이블링,010-9806-9686,4F D2호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16643.jpg,"5,522","27,087",1
10190,ChungPyungHwa,섹시앤,02-2238-5096,2F 가49호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/10190.jpg,"2,531","5,923",18
14452,ChungPyungHwa,237oneness,02-2277-9228,2F 라41호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14452.jpg,936,974,5
11279,ChungPyungHwa,Joost,02-2232-9686,4F D3호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/11279.jpg,"15,590","29,200",2
501,ChungPyungHwa,OTT,010-7377-1517,3F 가19호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/501.jpg,429,16,1
