store_id_num,sangga_name,store_name,store_phone,store_address,store_aws_image,accounts,number_of_total_products,accounts_products
15830,누죤,BLITE,02-6366-6586,NUZZON 6F 412호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/15830.jpg,"1,699","1,878",0
5854,누죤,레인,010-9395-8253,NUZZON B2 805호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/5854.jpg,"3,302","6,307",32
16526,누죤,NAMU,02-6366-3031,NUZZON B2 303호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16526.jpg,505,"1,002",10
7521,누죤,CHERRY,010-3856-8390,NUZZON 4F 410호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7521.jpg,"2,633","2,486",1
15707,누죤,제이엠,010-8718-2139,NUZZON B1 807호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/15707.jpg,645,"7,912",20
18765,누죤,L MARO,010-9324-8218,NUZZON 5F 425호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18765.jpg,"1,013","3,158",0
19123,누죤,hommage,010-3859-0614,NUZZON 5F 604호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/19123.jpg,755,100,0
16996,누죤,MYWAY,02-6366-4988,NUZZON 1F 427호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16996.jpg,743,202,98
3662,누죤,becoild,02-6366-6603,NUZZON 6F 604호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3662.jpg,"1,169",545,1
15401,누죤,아보카도,010-8411-2858,NUZZON 4F 203호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/15401.jpg,"5,225","12,333",12
14192,누죤,PPOM,010-3600-2156,NUZZON B2 420호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14192.jpg,718,460,0
9672,누죤,silvermania,010-5953-3020,NUZZON 5F 204호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/9672.jpg,"3,323","3,644",1
24592,누죤,Dito,010-3139-3722,NUZZON 4F 104호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/24592.jpg,156,102,3
7471,누죤,와이브랜드,010-4267-0234,NUZZON 6F 204호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7471.jpg,"2,114",304,0
21903,누죤,Ko P,010-8081-7958,NUZZON 5F 212호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/21903.jpg,789,164,0
8549,누죤,4INT,02-6366-5327,NUZZON 5F 117호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/8549.jpg,"3,078",130,0
8768,누죤,채플린,02-2237-4410,NUZZON B1 514호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/8768.jpg,"2,125","4,048",0
1688,누죤,카라멜,010-5347-0235,NUZZON B2 311호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1688.jpg,"10,674","1,200",0
18908,누죤,제이에스,010-5115-3889,NUZZON B2 409호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18908.jpg,110,846,4
1415,누죤,therethere,010-5553-3899,NUZZON B1 723호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1415.jpg,"18,928",338,0
18561,누죤,Dalia,02-6366-6537,NUZZON 4F 917호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18561.jpg,"5,213","3,479",0
3562,누죤,mory,02-2233-9598,NUZZON B1 306호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3562.jpg,"5,457","1,835",2
7175,누죤,DAON,010-5286-0902,NUZZON 4F 614호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7175.jpg,"2,995","7,888",3
7274,누죤,아오스,02-2235-8882,NUZZON 3F 203호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7274.jpg,"2,294","3,435",1
24012,누죤,Glam,010-5671-8104,NUZZON 6F 110호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/24012.jpg,538,"1,730",1
6582,누죤,리치,02-6366-6891,NUZZON B2 120호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/6582.jpg,"8,062","11,549",8
22336,누죤,MAIDEN,010-3958-6070,NUZZON 1F 102호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/22336.jpg,"1,203","6,340",7
19669,누죤,Knowing,010-8992-8277,NUZZON B2 112호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/19669.jpg,129,161,0
21307,누죤,WONDER,010-7591-1378,NUZZON 4F 605호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/21307.jpg,"1,210",587,0
24208,누죤,쌈지,010-6233-2091,NUZZON B1 324호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/24208.jpg,490,772,4
15592,누죤,3.14,02-6366-5141,NUZZON 6F 505호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/15592.jpg,"4,874","1,314",0
9384,누죤,wise,010-3267-6998,NUZZON 6F 214호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/9384.jpg,"1,809","3,100",4
17273,누죤,sf,02-6366-4599,NUZZON 2F 121호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/17273.jpg,"2,022","3,303",2
3891,누죤,NOEL,02-6366-5454,NUZZON 2F 508호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3891.jpg,"1,236","1,674",13
19864,누죤,Lowell,010-2303-1769,NUZZON 6F 302호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/19864.jpg,"2,545","13,452",0
27104,누죤,PLAYGROUND,010-9220-1675,Techno 3F 339호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/27104.jpg,83,222,0
6248,누죤,아가씨,02-6366-4996,NUZZON 2F 130호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/6248.jpg,"2,166",627,57
7497,누죤,shu,010-3528-3998,NUZZON B1 125호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7497.jpg,"1,558",173,0
2364,누죤,cello,02-6366-4022,NUZZON B1 516호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2364.jpg,"13,123","7,195",1
25973,누죤,unimore,010-5923-8985,NUZZON B1 418호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25973.jpg,791,199,0
12782,누죤,Fatigue,02-2231-1838,NUZZON 5F 424호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/12782.jpg,"1,386",569,0
11239,누죤,HAPPY GUY,010-6282-3641,NUZZON 5F 104호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/11239.jpg,"2,186","3,137",1
22441,누죤,byin,02-6366-3837,NUZZON 5F 307호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/22441.jpg,"2,625","2,770",0
12256,누죤,화이트샵,010-4293-1397,NUZZON 2F 402호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/12256.jpg,"5,217",131,0
19274,누죤,levain,010-5017-1302,NUZZON B1 109호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/19274.jpg,"2,183","2,156",0
12164,누죤,바비몰,02-6366-4523,NUZZON B2 807호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/12164.jpg,862,"12,533",3
13609,누죤,isis,010-2700-1089,NUZZON 1F 201호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/13609.jpg,"6,691","3,241",0
25231,누죤,COVILL코빌,010-2368-8022,NUZZON 6F 426호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25231.jpg,894,"2,429",1
20169,누죤,빅히트스튜디오,010-4009-8979,NUZZON 3F 315호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/20169.jpg,"1,160",787,6
19971,누죤,언니제이,010-7546-5171,NUZZON 1F 517호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/19971.jpg,"8,276","19,931",24
7425,누죤,MiYa,02-6366-3909,NUZZON B2 323호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7425.jpg,"4,209","6,584",1
14019,누죤,AVEC_design,02-6366-3950,NUZZON 6F 222호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14019.jpg,"1,725","1,492",3
18407,누죤,Doan,010-9647-6308,NUZZON 6F 418호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18407.jpg,"1,828","1,264",0
10203,누죤,영이프,010-3345-1509,NUZZON B1 509호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/10203.jpg,"4,324",661,0
10672,누죤,LUCCA 2,02-6366-3787,NUZZON B1 520호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/10672.jpg,788,"1,472",8
14319,누죤,HI BAR,010-2489-1018,NUZZON 2F 412호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14319.jpg,"9,903","8,183",7
6337,누죤,OUR FRANK,02-6366-6622,NUZZON 6F 306호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/6337.jpg,"1,140","1,570",1
18152,누죤,homie,010-9156-5202,NUZZON 5F 313호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18152.jpg,"1,247","2,921",21
3666,누죤,헤이걸,02-6366-3536,NUZZON 1F 630호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/3666.jpg,"1,214","4,263",3
8747,누죤,비앤오(구.오버로크),010-4090-5028,NUZZON 3F 503호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/8747.jpg,"1,598",698,0
14999,누죤,colorto,010-7448-2204,NUZZON B1 204호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14999.jpg,"2,913",162,0
25415,누죤,moon-i문아이,010-3233-3399,NUZZON 3F 505호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25415.jpg,419,"1,325",1
74,누죤,모인,02-6366-3788,NUZZON 5F 610호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/74.jpg,"1,232",382,9
25516,누죤,hexagon6,010-7535-3340,NUZZON 3F 312호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25516.jpg,402,165,0
11115,누죤,비앤비,02-6366-6229,NUZZON 1F 101호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/11115.jpg,388,17,0
16113,누죤,MODS,010-9579-2990,NUZZON 5F 505호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16113.jpg,"3,931","3,227",3
5505,누죤,Dean,010-6394-5844,NUZZON 6F 219호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/5505.jpg,"1,593","2,728",0
27156,누죤,Lupang,010-4642-2200,NUZZON B1 301호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/27156.jpg,107,47,0
2676,누죤,NeedlePoint,02-6366-6669,NUZZON 5F 621호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2676.jpg,"4,157","3,746",34
20034,누죤,제이엠,02-6366-3637,NUZZON B1 814,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/20034.jpg,246,"4,776",3
21781,누죤,CC,010-7181-5090,NUZZON B2 213호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/21781.jpg,"3,412","11,295",12
23975,누죤,potatoclub,010-9844-5612,NUZZON 5F 612호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/23975.jpg,933,801,2
16139,누죤,Aron,02-6366-3220,NUZZON 3F 111호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16139.jpg,"1,044","2,912",1
14480,누죤,corona,010-9465-1817,NUZZON B1 817호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14480.jpg,"6,375","10,836",0
19328,누죤,MM,010-8426-3286,NUZZON 4F 905호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/19328.jpg,"2,617","6,375",0
14418,누죤,FULL,010-4082-8284,NUZZON B1 522호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14418.jpg,"4,724",83,0
15165,누죤,right,010-6557-4860,NUZZON B1 603호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/15165.jpg,"3,728","1,167",0
2666,누죤,POint,02-2236-4611,NUZZON 1F 225호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2666.jpg,682,"1,088",0
5309,누죤,dwell,02-6366-5909,NUZZON 5F 426호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/5309.jpg,"1,098","2,566",0
20405,누죤,jun,02-6366-4794,NUZZON 1F 506호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/20405.jpg,283,164,0
4256,누죤,daebak,010-3727-4605,NUZZON 3F 226호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/4256.jpg,519,133,0
1421,누죤,NEXT,010-5327-1355,NUZZON 5F 207호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/1421.jpg,"1,291","1,078",0
13984,누죤,Jupiter Opera,02-6366-3770,NUZZON 4F 502호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/13984.jpg,"2,824","4,216",34
9292,누죤,솔로몬,010-5588-2625,NUZZON 3F 122호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/9292.jpg,666,687,0
10500,누죤,White,02-6366-6965,NUZZON 1F 204호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/10500.jpg,"14,567","21,570",13
18055,누죤,YOUXME,010-3612-8216,NUZZON 4F 116호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18055.jpg,"6,068","1,060",0
25268,누죤,MAG매그,010-3087-9852,NUZZON 3F 520호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25268.jpg,574,"1,177",0
7645,누죤,세종,02-6366-6070,NUZZON 1F 209호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7645.jpg,"2,948","1,141",0
7416,누죤,FromH,02-6366-6599,NUZZON B1 208호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/7416.jpg,"4,024","1,701",0
24505,누죤,unstandardco,010-3268-5201,NUZZON 5F 201호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/24505.jpg,268,141,0
17454,누죤,THE,02-6366-5358,NUZZON 4F 926호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/17454.jpg,693,217,0
16716,누죤,일프로,02-2231-2166,NUZZON 3F 622호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/16716.jpg,"1,446",269,0
9120,누죤,otherfit,02-6366-5054,NUZZON 3F 611호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/9120.jpg,"1,338","1,998",0
18729,누죤,SOMEBINE,010-8584-7910,NUZZON B2 116호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18729.jpg,442,"1,291",1
25066,누죤,매듭,010-5649-9811,NUZZON B1 624호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/25066.jpg,92,656,1
17984,누죤,더블링,010-5355-0552,NUZZON 5F 605호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/17984.jpg,"2,473","4,403",3
14591,누죤,NAMED,010-9364-0230,NUZZON 6F 116호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/14591.jpg,672,"1,107",1
5211,누죤,5번가,02-6366-3312,NUZZON B2 312호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/5211.jpg,"3,671","2,845",2
18738,누죤,베어리,010-3765-4246,NUZZON 5F 407호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/18738.jpg,"1,037",702,0
925,누죤,지아이브랜드,010-8777-4995,Studio W 3F 72호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/925.jpg,"4,331","10,817",0
4919,누죤,backnumber,02-6366-3285,NUZZON 4F 702호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/4919.jpg,"4,288","4,039",12
17009,누죤,ODDOZ,010-7365-9936,NUZZON 5F 216호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/17009.jpg,"1,527",300,0
2892,누죤,malenkii,010-7643-5882,NUZZON 6F 325호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/2892.jpg,"3,836",94,0
4992,누죤,saron,010-2913-7995,NUZZON 5F 614호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/4992.jpg,"8,376","9,913",1
17089,누죤,bellescarpe,02-6366-5366,NUZZON 4F 931호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/17089.jpg,507,949,1
17647,누죤,MOA,02-6366-3571,NUZZON 1F 620호,https://sokodress.s3.ap-northeast-2.amazonaws.com/ShopProfiles/17647.jpg,942,185,0
